id,text,explicitness,target
1266236980045557760,"Serieus.....zijn er nog mensen, ........en dan bedoel ik de kneuzen waarmee ik het de afgelopen jaren aan de stok heb gehad hier op twitter,jullie weten wel,dat gajes dat voor de overheid werkt of zich #Overheid noemt, die hierop iets positiefs te melden hebben?",EXPLICIT,OTHER
1267573517526188042,@USER @USER @USER Dat wijf doet alsof ze alles kan maken,EXPLICIT,INDIVIDUAL
1267097595949785089,"@USER @USER Door lui als jij en die symons, ja zeker. btw mijn black vrienden denken daar net zo over, als je geweld op geweld goedkeurt zoals in jou case ben je net zo verrot. Noem mij maar racist maar ik noem jou geweld verheerlijker",IMPLICIT,INDIVIDUAL
1168072055666946048,@USER @USER Een Marokkaanse agent ook niet. Ze maken een klopjacht op dat gespuis en pakken hem hardhandig aan. Die kut berberd weten wel dat ze in Marokko zulke stoten niet moeten uitsteken of ze worden afgemaakt,EXPLICIT,GROUP
1266379685144883201,"@USER Wat een verijkkers zijn het toch ,bedankt LINKSE partijen en stemmers en islam knuffelaars voor het Nederland naar de kloten helpen :pouting_face: :pouting_face: :pouting_face: :face_with_monocle: ",EXPLICIT,GROUP
841740987013709824,"Ik begrijp niet wat mensen in Jesse Klaver zien. Praatjes, ijdel, student. #GL #slotdebat",IMPLICIT,INDIVIDUAL
1063856274612334593,Zodra alle Zwarte Peten wit gemaakt zijn gaat @USER weer zeiken dat er alleen maar witten meedoen met Sinterklaas en dat er ook zwarte pieten moeten zijn...,IMPLICIT,INDIVIDUAL
1266419846771806210,"@USER @USER Gast , leer toch eens lezen , dat je Vb'ers haat weet ik ondertussen maar leer lezen ... Ik zei dat ik niet kan zien waarop hij reageert omdat DIE persoon mij geblokkeerd heeft . Man man toch . Hoevaak je jezelf al zo niet belachelijk gemaakt hebt :man_facepalming_selector:",EXPLICIT,INDIVIDUAL
668534906734190592,@USER @USER Maar dat @USER zei dat de meerderheid v/d moslims vreedzaam is zeggen ze natuurlijk niet. #lul,EXPLICIT,INDIVIDUAL
1062045555961053184,hou je vieze bek,EXPLICIT,INDIVIDUAL
1268439957640810498,@USER Zwaar ziek door al het linkse tuig,EXPLICIT,GROUP
1266181321044484096,@USER als we bts live zien maar dat duurt nog lang ik haat miss corona met heel mn hart,EXPLICIT,OTHER
1267518500911939584,"Die demonstranten, die hebben bij het verlaten van de dam toch zeker wel allemaal een injectie met chloor gekregen? #amsterdam #demonstratie",IMPLICIT,GROUP
667151509751267328,Okay; blocked.pleur op met je gear.,EXPLICIT,INDIVIDUAL
1267197346644926466,"@USER Flikker, lekker je eige volk uitverkope he. Dit kon nog wel es een hele dure worden voor je.",EXPLICIT,INDIVIDUAL
1002606889371389952,"@USER @USER Pppppfffff is.hier ""proest, pis in me vodden om die 2 jankende kleuters"" snel naar papa en mams om gepamperd te worden.",IMPLICIT,GROUP
1266131506725916672,Dit is zo’n disprect naar alle dingen die nu gebeuren. Black people worden onderdrukt en moeten vaak vrezen voor hun leven PUUR OM HUN HUIDSKLEUR terwijl dat white people dit niet moeten doen. gij weet zelf goed genoeg dat white privilege bestaat. Ban deze guy uit de politiek pls,IMPLICIT,GROUP
1266744300207050752,@USER Meer dan schandalig !! Democratie ? Vrijheid ? Fuck of een politiestaat zijn we geworden . Er zijn landen waar de politie MEE demonstreert . Bedank dictator Rutte en zijn mattie's voor deze onrechtmatige verordeningen ! Vooral op die schofterige cluppies blijven stemmen !!!,EXPLICIT,GROUP
1267785951037751296,#HubertBruls vond 't 'n duivels dilemma. Lulkoek. Ogen en oren goed openhebbend als #Burgemeester zal hij best geweten hebben dat #Halsema's partij #GroenLinks vooraf sympatisanten opriep naar 020 te komen. Dan kon je dit dus zien zien aankomen. Nogmaals: Lulkoek van die Bruls.,EXPLICIT,INDIVIDUAL
1266135693098717184,De WHO op verzoek van Bill Gates verschillende vaccinatieprogramma’s uitvoerde in Afrikaanse landen en India die vele volwassenen en kinderen het leven hebben gekost,IMPLICIT,INDIVIDUAL
1266322194243739648,@USER @USER Dan moeten ze die kneuzen wel eerst eens leren richten. In de meeste gevallen hebben ze minstens 12 kogels nodig om één keer raak te schieten.,EXPLICIT,GROUP
1266600160722915330,"@USER Van mij mogen ze allemaal in de brand vliegen de moordenaars van de vogels , dit kabinet helpt de héle natuur naar de kloten hele bossen worden er gekapt in het buitenland voor die bio ,en ook in Nederland plus hele weilanden vol met die zonnepanelen, de hele natuur omzeep :pouting_face: :pouting_face: URL",EXPLICIT,OTHER
1266811202212188160,@USER @USER @USER @USER Bij Sylvana komen alleen rimpels en opvliegers met de leeftijd. En verlies van controle over haar onderkant. Zélfs daar heeft ze dan geen controle meer over.,IMPLICIT,INDIVIDUAL
1266128152314761216,Fak af met uw QED. Als blanke wens ik u even hard dood als ik zou doen als niet blanke,EXPLICIT,INDIVIDUAL
1266603555395440641,@USER @USER Perfect die linkse maffia organisatie nu de rest nog van het linkse bolwerk URL,IMPLICIT,GROUP
1061976430576308225,Ik ga een rechtzaak starten tegen Helin voor die €1 :face_with_steam_from_nose: :face_with_steam_from_nose: :face_with_steam_from_nose: :face_with_steam_from_nose: ze heeft me genakt ze is gewoon lelijk. Ik heb niks meer aan haar insta,EXPLICIT,INDIVIDUAL
1267208976703381510,@USER is een slet RT @USER @USER is een slet RT @USER @USER is een slet RT @USER Ze pikt me op op de parking. #slet,EXPLICIT,INDIVIDUAL
1266326460907782153,@USER @USER Het Verenigd Koninkrijk is NOG veel dieper gezakt dan Nederland. Hebben daar zelfs officiële sharia rechtbanken en dan nu dit er ook nog bij... Zelfs hun vlucht uit de #EUSSR gaat ze niet meer redden.,IMPLICIT,OTHER
1267726675527245824,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",IMPLICIT,INDIVIDUAL
1266460258651815936,"@USER @USER @USER toch beter dan uw volk . maar ja de waarheid kwetst voor de soort zoals de janssens ; profiteren van ons belastinggeld zonder te werken en belastingen te betalen en de mensen dan nog wat uitmaken en te laf voor te antwoorden , maar ja dat soort vergif ik beter van niet te zien .",EXPLICIT,INDIVIDUAL
1061996036883992576,@USER @USER Niet tegen zulke malloten.,EXPLICIT,GROUP
1266382414210904064,Goh! Iemand verbaast dat het zo uit hand loopt in Minnesota!? Antifa tuig in optima forma.,EXPLICIT,GROUP
1168085175311446016,"@USER @USER @USER @USER haha Valor nee jij komt ver met je maskertje
makkelijk he om dan alles te kunnen zeggen

mensen als jij zijn watjes, niets meer en niets minder. Heb je de machtige tovenaar uit het land van OZ wel eens gezien. Dat bleek uiteindelijk een klein zielig mannetje te zijn.",IMPLICIT,INDIVIDUAL
1267510537996374017,@USER Wat een enorm trut! Gadverdamme. @USER jullie zijn de grootste hypocriete klootzakken op aarde. Gelijkheid is voor iedereen anders? Mensen hebben geen afscheid van geliefden mogen nemen en nu flikt dit decreet dit! Heeft ze haar kids al van de blanke school gehaald?,EXPLICIT,INDIVIDUAL
1266292340878004224,@USER @USER @USER Zegt de trol die in een eikeltjes pyjama rondloopt :rolling_on_the_floor_laughing: :face_with_tears_of_joy:,IMPLICIT,INDIVIDUAL
1061957135494451200,"@USER Voor mij moeten ALLE vormen van gratis geld, en daar bedoel ik geen uitgesteld loon mee, per direct stopgezet worden. Laten dat soort idioten lekker gaan werken voor hun geld en niet ONS land verzieken met ONS geld.",EXPLICIT,GROUP
667092302599471104,"@USER na meermaals domvlaminkje, verwijzing naar werkloosheid & hangmat (lekker stereotiep van iemand links), etc #potverwijtketel",EXPLICIT,INDIVIDUAL
1123488241200631813,@USER Alles wat Frans doe en zegt is terug te voeren op zijn narcistische persoonlijkheid. Hij wil gewoon aandacht.,IMPLICIT,INDIVIDUAL
665600698306949121,"@USER @USER @USER Ik ben geschokt door dit soort reacties. De absolute wereldvreemdheid, goedgelovigheid en goedpraterij...",IMPLICIT,INDIVIDUAL
666964915618467840,Volgens die minkukel van de #pvde #arnoudvdoorn mogen moslims niet demonstreren. Behalve tegen Israel en pro #IS? #hypocrietgezwel.,EXPLICIT,INDIVIDUAL
1266921368001679360,"@USER @USER @USER Hahaha, dat je dat nu al niet eens meer weet zegt alles over je slechte mentale toestand. En de rest van je tweet bewijst weer het gelijk van mijn eerdere observaties over jou, dank voor de bevestiging.",IMPLICIT,INDIVIDUAL
1266321738717151234,@USER Ik dacht dat @USER mensen tekort had? Waar halen ze deze dan ineens weer vandaan? Terwijl ze het al zo druk hebben met corona boetes uitdelen.,IMPLICIT,OTHER
1266564907505508354,@USER @USER Past goed bij het zware onweer in je krankzinnige hoofd. URL,EXPLICIT,INDIVIDUAL
1266431934596595713,@USER Serieus? Kwetst de waarheid? Wie denkt u dat mazelen en TBC terug in ons land gebracht heeft en dan hebben we nog veel geluk gehad. Elke dag voor Corona komen hier mensen ons land binnen waar we niets van weten dus die hypocrisie over onze volksgezondheid is belachelijk.,IMPLICIT,GROUP
1267580848141983744,"@USER #Halsema, ze had het podium op moeten gaan. Zeggen mensen wat goed en wat fijn dat jullie met zovelen zijn gekomen.Maar het wordt nu te druk. Houd afstand en ga rustig weg! Dan was ze een burgemeester waardig!",IMPLICIT,INDIVIDUAL
665301446682914817,"Redactie: ""fuck, bel ff snel een moslim die goed Nederlands spreekt"". #pauw",IMPLICIT,GROUP
1062776888404402176,@USER is een slet RT @USER @USER is een slet RT @USER RT @USER @USER is een slet RT @USER en… URL,EXPLICIT,INDIVIDUAL
1266734850234597377,@USER Die van Dissel is de slimste niet!,IMPLICIT,INDIVIDUAL
1267063535366004736,"@USER @USER Als je argument is dat je er niet bij was, dan moet je ook gaan beweringen gaan doen, waar je een deel van de bekende feiten weglaat en verzint dat zij ""van links"" dit aanmoedigen.. Dan moet je gewoon je mond houden",IMPLICIT,INDIVIDUAL
1266261521622904840,"Er wordt gezegd dat ze vooral zwarten neerstak, maar even serieus, welke invalide gaat negers steken in het wild tijdens rellen? En hey, ze blijkt te kunnen lopen!? URL",EXPLICIT,GROUP
666226986478493696,Altijd extreemrechts tuig dat moslims betrapt op onaangepast gedrag. Typisch.,EXPLICIT,GROUP
1267730197413072900,"@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.",EXPLICIT,INDIVIDUAL
848279901841084418,"@USER @USER Dat is logisch......witte Nederlanders hoeven niet te integreren, sukkel..",EXPLICIT,INDIVIDUAL
1063875128310841346,Fuck je kankerstad :D,EXPLICIT,OTHER
1267032667528314880,@USER Dus dat deze Afrikaan een jonge doodschopt omdat hij op zijn skateboard was moest hij dood geschopt worden ??? Ik haat jou smerige narcist URL,EXPLICIT,INDIVIDUAL
1266582037194039297,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER CNN heeft het toch wel enorm verklooid, nu blijkt dat zowel links als rechts een hekel aan die nepnieuwsfabriek heeft.",EXPLICIT,OTHER
848287798499184645,@USER Ik haat zulke mensen,EXPLICIT,OTHER
1267041399482056705,"@USER Inderdaad. Hoe hoger de opleiding, hoe lager vaak het algemeen beschaafde niveau. Wat n dwaas weer.",EXPLICIT,INDIVIDUAL
1267483396260925440,Dam in Amsterdam bomvol met demonstranten tegen politiegeweld URL,EXPLICIT,GROUP
1002608937240231937,@USER @USER Allemaal inteelt,EXPLICIT,GROUP
1266469838236590093,"Het valt zo op dat als je POEP zegt op twitter, mensen veel meer likes geven, dan als je een serieus onderwerp wilt bespreken. Heeft dat te maken met het gemiddelde verstand van de twitteraar of is de mens in zijn geheel dom.",IMPLICIT,GROUP
1267274176362172417,"drugs maakt deze wereld kapot. alles dat gelieerd is aan politiek en racisme, is ontstaan uit drugsgebruik. En niemand ziet het. drugs = kanker #netherlands #WhiteLivesMatter #drugsiscancer",IMPLICIT,GROUP
1002601066540752896,"LAAT JULLIE KAKKINDEREN THUIS EN LAAT MIJ DEZE FILM RUSTIG ZIJN ZONDER LUIDRICHTIGE KINDEREN AUB!

Mvg,
JG :coconut: :two_hearts: URL",EXPLICIT,GROUP
1267556364844445697,@USER @USER @USER @USER Je begrijpt het gewoon echt niet. Ik wil je niet beledigen ook al ben je een terrorist maar je snápt het echt niet.,IMPLICIT,INDIVIDUAL
666908865393479680,@USER @USER Zolang moslims zich niet uitspreken tegen antiNLse Korantekst (bijv straf cartoonist) horen ze imo bij IS,IMPLICIT,GROUP
1266230108999741440,Ook zonder een racist in het Witte Huis is Amerika nog steeds een kut land vol racistische witte mensen die vinden dat het leven van een zwarte of gekleurde persoon niks waard is. En maar blijven denken dat je het meest ontwikkelde en beste land ter wereld bent.,EXPLICIT,OTHER
848291815828672512,Ontuchtpleger werkt met voetballertjes URL,EXPLICIT,INDIVIDUAL
1266665664909115392,"Heel toevallig niet achter de betaalmuur :thinking_face: :face_with_tears_of_joy: :face_with_tears_of_joy: Wat een ranzige krant geworden met hun enquête. Alle pro's citeer je niet en klaar is kees. Walgelijke ""journalistiek"" :thinking_face: :thinking_face: URL",EXPLICIT,OTHER
1267150862771773443,@USER @USER URL,EXPLICIT,INDIVIDUAL
1267138207134748672,"@USER @USER Het zijn fascisten! De zogenaamde fascisten die zich anti fascisten noemen. Antifa heeft alles wat fascisme creëert en inhoud. Een laf, smerig, extreem links k*tvolk.",EXPLICIT,GROUP
1266829490438758406,@USER die Carrie ten Apel kan beter gaat smoel houden met haar Stupide vragen / opmerkingen maken !!!,EXPLICIT,INDIVIDUAL
1062096495695007752,Ik blok alle souhailas jullie zijn allemaal stupid,EXPLICIT,GROUP
1266626623396352001,"@USER @USER Hahaha, het IQ van Jerry. Lager dan z'n schoenmaat.",IMPLICIT,INDIVIDUAL
1064781085643554816,@USER vies wijf dat je bent de derde hoer in Utopia,EXPLICIT,INDIVIDUAL
665309441001021440,IS en KORAN en de hele moslim gemeenschap doodeng en verwerpelijke religie zie #Parijs waarschijnlijk al 100 doden,EXPLICIT,GROUP
665597552058847232,"ik heb gewoon zin in ruzie, wie gaat me ontvolgen?? let op hier komt het, IK HEB EEN PEST POKKE PLEURIS HEKEL AAN ASIELZOEKERS EN ISLAMIETEN",EXPLICIT,GROUP
1266402485519949827,@USER @USER @USER Ze verzinnen elke keer weer kutsmoezen om dat allochtuig vrij te laten.,EXPLICIT,GROUP
1267826754938236928,"Is #femkehalsema al afgetreden? Het enige juiste wat ze kan doen na gisteren, dat was een middelvinger naar ons de zorg \ud83d\ude20 #demonstratie",IMPLICIT,INDIVIDUAL
664580569381122048,Idioot die obama de nobelprijs gaf gaat nu aan #lubach uitleggen dat het wel meevalt met die moslims Gezien #islaminvasie praat hij bullshit,EXPLICIT,INDIVIDUAL
841750937421115392,Alweer de grootste kolder die Buma ooit gehoord heeft. Kolder devalueert harder dan je met je ogen kan knipperen.,IMPLICIT,INDIVIDUAL
1267692681737666560,"@USER Dit is pijnlijk als je in de zorg werkt of voor al die mensen die zich aan de regels hebben gehouden. #Halsema kan haar huishouden niet leiden, waarom zou ze dan wel burgemeester mogen zijn? Keer op keer dit soort ellende met haar naam eronder.",IMPLICIT,INDIVIDUAL
1266210384123514880,@USER @USER Hie zou dat komen ?? Kijk je hier opsporing niemand vraagt een zwarte kom stelen verkrachten of moorden..waarom zijn ze niet tevreden met wat ze hebben snotneuzen van 18 met dikke auto ??? Dat ze stoppen met stelen verkrachten en moorden dan zag de wereld er beter uit,IMPLICIT,GROUP
666367385172058113,@USER Moslims mogen dat in Nederland: roepen dat alle Joden dood moeten. Wij legaal demonstreren is huisbezoek @USER @USER,IMPLICIT,GROUP
1266324547571265536,"@USER Die zwarte is helemaal gek,steekt die mensen in de fik,die idioot is geschift.",EXPLICIT,INDIVIDUAL
1267142271226515460,@USER @USER jullie vriendengroep? Blanke racisten opdonderen maar deze linkse extremisten er achteraan!,EXPLICIT,GROUP
1266291262329483266,"@USER @USER @USER @USER @USER @USER @USER Dat roep ik al vanaf dag 1 en toch krijg je dan nog van die achterlijke reacties, over de IC's enzo. Ons land zit nog vol domme dwazen.",EXPLICIT,GROUP
1266127760482660352,@USER jwz we gaan die uitkeringen dood trekken,EXPLICIT,OTHER
838892897353224192,@USER Je bent net zo erg aan het opgaan is je bekrompen wereldbeeld als Hitler deed lol,IMPLICIT,INDIVIDUAL
1266664667000246273,"@USER @USER pleurt toch op met je kachel aan man jezus ga in afrika een boomhut zoeken. triest geval en nou moet er een ""mythe ?""in stand worden gehouden ? , welke dan @USER Gerhard Verwox @USER ook je pillen nog niet genomen he , leg ff uit welke mythe ? die in je hoofd ? :middle_finger: ",EXPLICIT,INDIVIDUAL
1267711499855855616,"@USER @USER @USER Word echt moe van dat slap gelul van die Stientje Veldhoven . Wat kan zij slap uit haar nek lullen ! Het OV heeft genoeg controleurs in dienst . Laat die weer controleren op Bus , Tram , Metro ! De Spoorwegen handhaaft ook zelf !",EXPLICIT,INDIVIDUAL
1267492327930695681,"@USER Ge ziet dat #BLM u serieus pijn heeft gedaan. En gij niet alleen, al jullie rassenhatende twitteraars willen nu plots de aandacht afleiden van het echte racisme en fascisme. Dat trucje kennen we al. In de volksmond noemen ze dat het \""NVA/VB Afleidingsmanoeuvre\"".",EXPLICIT,GROUP
1267479772025798656,@USER We gaan bekend maken dat Arnoud van Doorn Homo is vinden z n islam vrienden leuk,IMPLICIT,INDIVIDUAL
1266593894684336128,"@USER @USER Dat die domme trien een serieuze straf verdient staat buiten kijf, maar dat dier hoeft daar het slachtoffer niet van te zijn. Ja, de regels zijn streng voor een goede reden, maar laten we eerlijk zijn, vossen en vleermuizen zijn wel drager en houden geen rekening met grenzen.",EXPLICIT,INDIVIDUAL
1267918551719063555,@USER is een slet RT @USER RT @USER @USER is een slet RT @USER #geile babette (33) #Breda Ik ben een vrolijke onschuldige #school #slet…,EXPLICIT,INDIVIDUAL
1063738764428787712,"@USER Laat die hooligans dat zwarte tuig gerust in elkaar slaan, mijn zegen hebben ze!",EXPLICIT,GROUP
1267768340757598208,"@USER @USER @USER en jij links kutje, ga afwassen!",EXPLICIT,INDIVIDUAL
1267416709767536641,@USER @USER rot op kut partij!,EXPLICIT,GROUP
1266828482786611202,"@USER Charles groenhuijsen . Wat lul je toch uit je nek man . 1000 tot 1100 doden gevallen door politie . Je brengt het zo of het allemaal "" onschuldige "" mensen zijn die zomaar gedood zijn . Als je het over aantallen hebt , ziek dan eerst uit waarom",EXPLICIT,INDIVIDUAL
1266189734734368768,#corona #rivm #rutte #who Kunnen we nu stoppen met volgen van de WHO? Het is een gecorrumpeerde organisatie. WHO is totally corrupt: URL,EXPLICIT,OTHER
1168073013222400003,EEN VIEZE PISVLEK IS HET DIE ACHTER DE TRALIES THUISHOORT !,EXPLICIT,INDIVIDUAL
1267697818728366080,"En dan zie je 1 of andere neger op de Dam te gillen ,NO JUSTICE , NO JUSTICE ,!!!!!! Dit soort types hebben geen ene nut voor de maatschappij . Hebben Lak aan hoe zich te gedragen . En wat ik nog het ergste vind is , dat ze schijt hebben aan regels .",EXPLICIT,INDIVIDUAL
1064452863743746048,@USER is een slet RT @USER Lekkere geile bui..... kom snel naar mij @USER wie weet doe ik alles waar jij zin in hebt. Tot 14:00 online… URL,EXPLICIT,INDIVIDUAL
1267071945163575298,"@USER @USER @USER @USER @USER @USER En dat durft zich volksvertegenwoordiging te noemen. Ja, voor die tering moslims.",EXPLICIT,GROUP
1267071218190028803,Mona Keijzer zet zichzelf onsterfelijk voor gek!,EXPLICIT,INDIVIDUAL
1266440416666234882,"@USER Precies, we hebben er niks te zoeken. Opgekankerd met die app",EXPLICIT,OTHER
1267677917951209472,@USER @USER @USER Jij bent echt dom,EXPLICIT,INDIVIDUAL
1065158824615690240,@USER Wat een ontzettende loser ! Laat hij de armoede en ouderenzorg ondersteunen aan zijn eigen volk !,EXPLICIT,INDIVIDUAL
665541258044026880,@USER @USER @USER vuile psychopaat moslims wonen hier meer dan 50 jaar en geen vlieg kwaad gedaan.,EXPLICIT,INDIVIDUAL
1267532246032027651,@USER Walgelijke klootzakken! Mensen hebben geen afscheid mogen nemen van geliefden. En dan flikt men dit! Gvd! Gelijkheid is gelijkheid voor iedereen. Wat een mislukte bende!,EXPLICIT,GROUP
1168072043759374336,Miss Nederland: Fotografen hebben een neus voor onzekere modellen JA meid MANNEN ZIJN NU EEN MAAL ACHTERLIJK MANNEN ZIJN WALCHELIJKE WEZENS DENKEN ENKELD AAN HUN PRULLTJE IN HUN BROEK EEN MAN IS NU EEN MAAL EEN EGIWIST EN EEN KLOOTZAK GOED GEDAAN NIET JE SHIRT UIT TE TREKKEN,EXPLICIT,GROUP
1267240361723867136,"@USER @USER Haha helemaal mee eens, geleerd uit jouw groep. Zeg maar een boemerang. En verder nogmaals je wilt het niet zien dat antifa een ondergronds aangestuurde groepering is. Waarschijnlijk omdat je hun geweld prima vind. Chaos creëeren en ontwrichting. Daar zijn ze op uit. URL",IMPLICIT,GROUP
1267549322243182592,@USER Glennis Grace heet eigenlijk Glenda Batta en is ook al tegen zwarte piet! Net zo naar mens als Sylvana #beau #glennisgrace,EXPLICIT,INDIVIDUAL
1268267625102131200,"Neem aan dat nu alle #demonstraties verboden gaan worden? #racisme #beau Blijkbaar kunnen de demonstranten niet tot 1,5 tellen....",IMPLICIT,GROUP
838903318856495104,"Milieu maffia Jesse Klaver liegt tegen heug en meug hij blijft beweren dat kolencentrales sluiten maar 75 miljoen kost,maar dat is 7 miljard URL",EXPLICIT,INDIVIDUAL
1266740592786190337,"@USER @USER @USER wat een geluk van een bezope lijmsnuivende banaan, meissie zeg ik altijd , soort koosnaam.. eikel, piznigt dat je bent NoDeSi @USER kwijlende rukker :middle_finger: :rat:",EXPLICIT,INDIVIDUAL
1123497145632477185,@USER @USER @USER Ek is elswhere twat. Gaan versuip jouself,EXPLICIT,INDIVIDUAL
1266495170515779594,Laat godverdomme die dik kop Herman Blijker niet zo dwars door iemand lullen . Kast een ander uitspreken . Zeg dat maar tegen die bolgevreten dikke lul !!!#beau,EXPLICIT,INDIVIDUAL
1266315753034260480,@USER @USER @USER @USER En toen kwam Corona en Trump die na 15 gevallen riep dat dat binnen een paar dagen 0 zou zijn. Keihard het Amerikaanse volk voorliegen En de grootste BeursCrash ooit. Trump faalt keer op keer URL,IMPLICIT,INDIVIDUAL
848082697717252096,Jesse Klaver wilde PVV-stemmers naar links lokken - WNL - URL,EXPLICIT,INDIVIDUAL
1266401313887342593,"O gelukkig, omdat er een paar fantasten rondliepen in Nederland die benzineslangen doorsneden kunnen we wegkijken van extreemrechts geweld. Lijkt me niet zo'n goed idee eigenlijk.",IMPLICIT,GROUP
1063740521603051520,Wat ik vooral op foto's zie is dat de bussen waarin die Kick Out Zwarte Piet mongolen zich laten vervoeren niets bijdragen aan de door hen gekoesterde CO2 reductie. Hoezo hypocriet???? #Sinterklaasintocht #sintstad #Zaanstad #ZwartePiet,EXPLICIT,GROUP
1266353821468499968,"@USER Als jij het normaal vind dat bedrijven gesloopt worden omdat er een agent zo fout is als de neten, dan ben vooral jijzelf niet goed bij jouw kersenpit.",IMPLICIT,INDIVIDUAL
1064860202460168194,@USER Een hoer en een geestelijke gestoorde gek,EXPLICIT,INDIVIDUAL
