Id	Text	Explicitness	Target
838973827845619712	Mr . Rajveer international criminal :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: . . . . Pic via twitter IK Junoon . . . . #HRITHIK… URL	NOT	
1268096050805403648	@USER Liegen, recht praten wat krom is, dat kan #halsema als geen ander. Het resultaat van jarenlang @USER 2de kamer ervaring.	IMPLICIT	INDIVIDUAL
1267073416617574400	Sorry maar deze rellen vinden plaats onder toeziend oog van de #Dems bestuurders in al die steden en staten. Zij weigeren op te treden. Dus ishet #Amerika van #Pelosi, #Biden,#Obama, #Clinton en #Schiff...altijd op zoek naar dwars liggen en niet naar verbinding.	IMPLICIT	GROUP
1269015444763152384	@USER @USER @USER Als ik Akwasi zie trap ik hem op zijn gezicht! Dat is dus GEEN oproepen tot geweld! Niet omdat hij donker is want dat is niet van belang. Maar omdat hij een haatzaaier is en zelf oproept tot geweld! Zelfs tegen kleine kinderen! #AllLivesMatters #AkwasiRacist	EXPLICIT	INDIVIDUAL
1266425470419165185	@USER @USER Dus ze moeten jou afmaken ipv de boeren dan :rolling_on_the_floor_laughing: 	IMPLICIT	INDIVIDUAL
667753078842634240	Nu gaan we allemaal die CD kopen, zegt een 'deskundige' in het Journaal over Adele. Natuurlijk niet! Ik heb geen eens een CD-speler.	NOT	
1267435404862644224	@USER Exact, dat maakt jou eenvoudig te manipuleren. En met jou al die andere domme vrouwen. Onder sharia wergeving hebben vrouwen geen enkel recht. Je bent uitsluitend om de sexuele fantasie van moslim mannen te dienen. En daar heb je zelf om gesmeekt. Leuk he	EXPLICIT	INDIVIDUAL
1266702246470918144	@USER @USER Dat zei ik ook al	NOT	
666326585344176128	Teleurgesteld in #Ajax na vertrek #Cruijff. Naar mijn idee een actie waarmee de gevolgen pittig gaan worden. #teamJonk	NOT	
838997735407771648	#porno #gratis Sletten op het feestje neuken iedereen die hard is (19:54) Amateur, Braziliaanse Porno - URL	NOT	
664608677727485952	pauw is nr.1 trending hashtag in NL in afgelopen 2 uur. URL	NOT	
664589407220051968	#Pita brood #stokbrood kan de basis voor #Pizza's ook maar ook tortilla's en focaccia brood #URL	NOT	
1268151023631241217	@USER @USER We kunnen ook mensen doodmaken eens kijken of dat je dan ook een nerts voelt.	NOT	
1267014878843342850	@USER @USER @USER @USER @USER Boetes geven heeft geen zin !! Nogmaals , sluit ze bij elkaar op . Laten ze elkaar maar besmetten . Dat gelul met ik begrijp de regels niet . Nou dan ben je wel een achterlijke idioot als je die regels niet begrijpt . Ik begrijp ze uitstekend .	IMPLICIT	GROUP
1269742725357805571	En dat geld ook voor D66. Met notabene Democratie in haar naam. #op1 \ud83d\udd3d	NOT	
1266424031051481088	Hoorde dit net van een vriend...gisteren 3 a 4 recherche auto's richting met zwaailichten en sirene's OB..plein richting Turkenburg...niets bij p2000 of 112...hij was ooggetuige..hoe zit dat @USER	NOT	
1267969737268617216	Een creool mag niet thuiskomen met een hindoestaan en andersom ! Wie zijn er nou racisten! #demonstratie #BlackLivesMatterNL #BlackLivesMatter #Allivesmatter	IMPLICIT	GROUP
1266150652167819264	@USER Hahaha bro ik kom altijd mensen tegen als k naar stad ga is gwn standaard geworden	NOT	
838996427133038592	Realisaties 2013-2016 op vlak van welzijn en OCMW, sport, cultuur, toerisme en de bibliotheek. URL	NOT	
665085503176339456	Na het poepen erachter komen dat ik nog gelukkig 1 rol wc papier over had, anders had ik een groot probleem. Wat nou vrijdag de 13e?	NOT	
1266144637921775616	@USER Ik vind Just Dance hier dus tikje moeilijk omdat ik die in zomer 2008 al kende (en die deed hier in 2008 ook al dingen in de hitlijst maar ging in 2009 ineens voor de top 10). Maar zou niet boos worden van een Poker Face vs Bad Romance finale opzich	NOT	
839006009242890240	@USER nou, vooral van het geld dat het oplevert. Kun je als land leuke dingen mee doen.	NOT	
665584788259082240	@USER @USER en wat met dat andere 1.5 miljars mentaal gestoorde geitenneukers.	EXPLICIT	GROUP
1266246799628492800	@USER @USER Hebben dit nu wel aangetoond. Open ons land en geef ons onze vrijheid weer terug het is toch te gek voor woorden om gezonde mensen op te sluiten	NOT	
848087084766081024	#voetbal ‘Jaap straalt autoriteit uit, je ziet dat hij in Engeland de manager is' URL	NOT	
1266348357179637764	Weet je dat door zulke types als jij ieder jaar de zorgpremies omhoog gaan ? Heb eens geen schijt aan de hele wereld en ga lekker afvallen , gaan de zorgpremies weer omlaag :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: !!!	IMPLICIT	GROUP
666689985647636481	Sigaretten#drank#drugs#kosten hopen geld#onderzoek professoren#gelieve onderzoek te doen#wat kosten #NUTTELOZE POLITICI.	EXPLICIT	OTHER
839001614581121024	Schandalig toch dat nen mens alles moet doen voor de gezondheid zelf te kunnen betalen #maggie #terugbetalen :pouting_face: URL	NOT	
1267028410641121280	@USER @USER @USER @USER Enorme klootzak die je bent! Met je geweld goed te praten! Lamlul past je beter! Geweld is altijd te ver!	EXPLICIT	INDIVIDUAL
838991870369927168	@USER @USER dat kan maar ik denk dat het kosten remmend effect van ER overschat (het is lastig te onderzoeken)	NOT	
664691753467949056	K kijk zo hard uit naar de kerstdagen :Christmas_tree: :snowflake_selector: :snowman: :wrapped_gift: 	NOT	
1266412432035061761	@USER Wat dacht u van....verward?	NOT	
1266358181678051337	Links bestuur toch?	NOT	
1266161042708709376	#JanvanZanen (VVD) wordt nieuwe #burgemeester #DenHaag /via @USER URL	NOT	
1266244751797284864	Radio aan : 10 keer het woord #corona binnen 5 minuten! Radio uit: Wat een rust!	NOT	
1266329606677835781	@USER @USER Nog een allochtoon ook zo te zien die agent.	NOT	
1266175380848771076	is dit echt waar @USER @USER @USER als dit zo is, dan eis ik van jullie dat dit wordt geconfisqueerd voor échte NLers, autochtonen. die al , net zoals ik 17 jaar op de lijst staan voor een nieuwe woning!!! @USER #asielzoekers #netherlands URL	IMPLICIT	GROUP
1266750949244239872	@USER Het is onverantwoord maar ik gun het ze wel	NOT	
664670434558935040	Trend is op zoek naar #Medewerker #communicatie in #Amersfoort, solliciteer nu! #jobs URL	NOT	
1266239746977619968	Mag ik zeggen dat ik een grote hypocriet ben? Immers, als ik in de kerk hoor van een man die 8 kinderen heeft bij 6 vrouwen, dan roep ik: schande! Als ik erover lees in de krant dan gniffel ik. #clinteastwood	NOT	
1266142219225923584	29 mei 2020 1:00 Het is in de kamer N/A°c. In de tuin is het N/A°c. Op zolder is het N/A°c.	NOT	
1267038998112935936	@USER @USER Jij hebt het wiel niet uitgevonden dat is duidelijk snowflake	EXPLICIT	INDIVIDUAL
1266342614539919362	@USER @USER Ik denk na ;-(	NOT	
842840748932325376	@USER @USER @USER Ze zijn hier dom omdat ze NAZI MERKEL luisteren,	EXPLICIT	INDIVIDUAL
1267583236974264320	@USER @USER Heb alweer een volgertje erbij. Hoelang zou het duren voordat ik die DEEPSTATERS eruit kan knikkere denk je?	IMPLICIT	GROUP
1266160737795407872	Jan van Zanen (VVD) wordt nieuwe burgemeester Den Haag URL	NOT	
841183069801447424	#turkijerel Als NL Nazi's en fascisten zijn, waarom roept het staatshoofd zijn landgenoten dan niet terug uit dit 'vreselijke' land?	NOT	
838987340244746240	Welkom op Twitter dat jou onderneming een succes mag worden URL	NOT	
1266131314853494784	@USER En in mijn persoonlijke 2009 lijstje zouden ook Bad Boys en Fight For This Love staan, maar jup, in nederland pas hits in 2010..	NOT	
1267506029576826881	@USER @USER Wat een tering tuig die zwarten zeg en maar janken dat ze worden gediscrimineerd,het zijn roetmopoen zonder hersens want leren doen ze zelf ook niks nee blanke en andere mensen vermoorden blijf er dan ook GVD met je kloten poten vanaf. Dan moet je ook niet zeuren.	EXPLICIT	GROUP
839009878567899136	Niet iedereen in Zuid-Korea is blij met het nieuwe raketschild... URL	NOT	
1266389770483183619	@USER Waar zo'n karretje al niet goed voor is,zie vaak dametjes erop zitten als ze moeten wachten lijkt me nu niet zo'n goed idee,dan verbranden ze de billetjes.	NOT	
664713655074689024	klaar om te boarden.... de lege benches worden aan boord gebracht. DoggyLand here we come!	NOT	
1267554090848002049	@USER @USER Wij staan achter jou.	NOT	
1266321738717151234	@USER Ik dacht dat @USER mensen tekort had? Waar halen ze deze dan ineens weer vandaan? Terwijl ze het al zo druk hebben met corona boetes uitdelen.	IMPLICIT	OTHER
838984399475572736	@USER oké weg zoekertje oo tweedehands hallo URL	NOT	
664702843476135936	Over het lek he: er heeft dus iemand gelekt dat Plasterk loog over het afluisteren van burgers. Dat is dan toch een soort Snowden-held?	NOT	
838903423965802496	#Qmusic had een toffe verrassing voor mijn verjaardag, check 'm hier URL	NOT	
1266218846752518144	@USER Wat ben ik blij dat er mensen zoals jij rondloopt in Den Haag.	NOT	
664708000947544064	Per 23-11 verhuist locatie Vosselmanstraat en @USER naar hoofdkantoor Brinklaan 268 @USER URL	NOT	
839000909262827520	@USER @USER het is goed te zien dat grlinks meer strafbare feiten op hun kerf stok hebben.	NOT	
1266404389729832963	@USER URL	NOT	
1269998284149526528	Nieuws: Whoopi Goldberg gaat betalen voor het fitnessabonnement van de kinderen van de achterburen van George Floyd. #BlackLivesMatter #GeorgeFloydProtests	NOT	
1269816575395323905	@USER @USER @USER Ik geloof je. Angst voor moeten inleveren van #eigenbelang speelt mi een rol. En armoede. Niet ras an sich. Een #Pool, #Oosteuropeaan of #kleurmens met veel geld, een hoge #socialestatus en/of of veel macht wordt in Nederland nederig, met respect bejegend. #racisme #eenvandaag	NOT	
1266237771997298688	@USER @USER @USER @USER Kan goed zijn, en dat is hun goed recht. Ook hier zijn kleine gemeenten (cfr. Zuienkerke) het langs gespaard gebleven. Maar met de huidige toestand in de VS is het nog zien hoe lang dat zo zal blijven. Hopelijk vergaat hen het lachen niet.	NOT	
1266245446919286784	zijn er meer mensen die geen e-mails meer krijgen van URL	NOT	
667653210723770368	@USER @USER h\u00e8 niks tegen moslims maar volgens mij ben jij de terorist bitch je praat poep sneeuwwitje	EXPLICIT	INDIVIDUAL
838896473077084160	@USER Wat beneden alle Peil is dat Regering extra Gas heeft gebruikt om tekorten aan te vullen. En vervolgens niet thuis geven!	NOT	
1267141838709932033	@USER BLM zijn verkapte nazi's, maar dan met een ander kleurtje.	IMPLICIT	GROUP
838997636011147264	Een feestje (laten) bouwen mag wat kosten URL	NOT	
840546168807538688	@USER @USER Neem aan dat de Turkse minister ook wel weet dat hij meer mogelijkheden heeft om Nld te bezoeken -open grenzen	NOT	
838894611162619904	Nieuwe #vacature op WerkAlkmaar.nl: Zelfstandig werkend kok voor Turkse keuken URL	NOT	
839007192753782784	Succes iedereen op school pff geen zin in school x	NOT	
1268929071242776576	Daarom mochten zwarte mensen ook niet meevechten in het Amerikaanse leger in de 2e wereldoorlog. Omdat de hogere piefen het niet verstandig vonden om mensen die jarenlang onderdrukt waren een wapen te geven.. #TrueStory #BlackLivesMatterNL	NOT	
1266130934102925313	@USER kun je dat ook anders formuleren ? :P	NOT	
839005525073358848	Gm iedereen! Ik lig ziek op bed, what about you guys?	NOT	
1266240090843435008	@USER Inderdaad, dieren/insecten kunnen heel goed leven zonder mensen, andersom niet. Weg met die azijnpissers	EXPLICIT	GROUP
838893935242117120	@USER haha ja ik ook. Historische uitzending. Maar mensen trappen hier niet in. Vergoeding kost alle Nederlanders geld. Is in onderzoek	NOT	
838895035542290432	Het interesseert mij echt helemaal niets hoe vaak ze iets retweeten, tenzij het BS is. Staat iedereen vrij... URL	NOT	
1266235837957562368	@USER Ja als je boven een bepaalde leeftijd komt heb je minder slaap nodig. URL	NOT	
1266418005501763584	@USER @USER Ze zijn allemaal niet goed te praten en cijfers van moord blank op zwart is kleiner als andersom , zie de cijfers van de FBI daar . Dat je mij dan ook weeral de hoek van racist in wilt duwen ....	NOT	
1266334082973212679	Vinden we supergewassen en kweekvlees over tien jaar normaal? URL	NOT	
666735400963149824	@USER @USER je bepleit collectieve straf: zolang er mogelijk een terrorist tussenzit, beperk je asiel voor alle moslims	NOT	
664706864320385024	a2 fien de la mardreef lse directe inzet 16185 ritnr : 178039: Ambulance met gepaste spoed naar Fien de la Mard... URL	NOT	
1266564907505508354	@USER @USER Past goed bij het zware onweer in je krankzinnige hoofd. URL	EXPLICIT	INDIVIDUAL
1266204430002728960	'Nederland loopt middelgroot risico op tweede coronagolf' URL	NOT	
665670630621192192	En de Nederlandse dames worden 5e op de TeamSprint in 1.28,64. Japan wint. #WCCalgary	NOT	
1268151091344130048	@USER @USER We kunnen ook mensen doodmaken eens kijken of dat je dan ook een nerts voelt.	IMPLICIT	INDIVIDUAL
1266129193282220032	De verhalen/Frames/Symbolen die door de media zijn gebruikt om corona overtreders te demoniseren is van ongekende aard. Dit verschilt van journalisten die neppe of oude foto's verspreiden van volle parken, tot misleidende foto's van volle stranden waarmee gebruik gemaakt is van	NOT	
840682456835641344	#Rotterdam ik zie hele jonge kinderen met #Turkse vlag zwaaien ..zo worden ze opgevoed .!!!	IMPLICIT	GROUP
1266148247476809728	Ga ik maar een tweede fles wijn open gooien?	NOT	
1267395906107781120	@USER @USER Nooit meer iets gehoord van die terroristische aanslag met bomgordels en al hè Paternotte van D66 hoe zit dat ?	NOT	
1267721532043743233	#Billgates stopt ermee, met het vaccin. We weten nu immers binnen 2 weken of oproer, en demonstraties het medicijn zijn tegen #Corona. Zowel in de VS als in EU.	NOT	
667989131465777152	Ik las ergens: 'God is met ons'.Waarom zou Hij niet met de slachtoffers van de slachtpartijen in #Parijs zijn? Welke selectie zou Hij maken?	NOT	
1266151929215885312	@USER ? Je weet dat Nederland ook op papier stemt en elektronisch stemmen helemaal geen goed plan is?	NOT	
1267728633378082818	@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.	EXPLICIT	INDIVIDUAL
1266335674149601280	@USER Dat zullen ze die lul straks aanrekenen,hopen dat ze niet meer op dit tuig stemmen.	NOT	
838889561069608960	@USER @USER ik zeg: lees rustig het hele programma van GL ;-)	NOT	
1266230950649790464	@USER Je zal het maar hoog in je bolletje hebben. Ach, misschien kan ze nog ergens Queen of the Jungle worden.	IMPLICIT	INDIVIDUAL
848286909738532864	#voetbal Dubbelslag Dzeko voldoende voor Roma; Lazio ontsnapt bij Sassuolo URL	NOT	
1266148350442831872	@USER Very true. Vergeet de groep mensen die zeggen “ik heb hem al in 10 lessen gehaald” niet	NOT	
1266187010957549568	Mensen vergeten dat woorden erg diep kunnen kwetsen.... :disappointed_face: :disappointed_face: :loudly_crying_face: :loudly_crying_face: 	NOT	
1266146802379653120	@USER @USER @USER @USER @USER @USER Je kan een geïnfecteerde toch ook gewoon naar de afgesloten plekken waarin hij zich gedurende een bepaalde tijd heeft begeven. Hij is dan vrij om daar al dan niet op te antwoorden. Men heeft geen app nodig, geen inbreuk op privacy.	NOT	
1266344853044068353	@USER Dát zouden ze met jou moeten doen ondemocratische totaal idioot !	EXPLICIT	INDIVIDUAL
664591911466967040	Familie van demente miljonair naar rechter om erfenis URL	NOT	
1266579568573513730	@USER @USER @USER @USER Zo'n week huilebalkje ben je wel ja, dat blijkt wel weer uit je tweet. Ga een psychiater bezoeken, je hebt dringend professionele hulp nodig.	IMPLICIT	INDIVIDUAL
1266589685050155008	@USER Al die zwarten zijn boos op de politie dus we moeten ze maar laten stelen verkrachten en moorden??????????je hoort overal in de wereld wat zwarten doen hoeveel blanken worden vermoord. Hoeveel zwarten worden onder elkaar vermoord bestolen verkracht ?????	EXPLICIT	GROUP
1266222878879555584	update CORONA DASHBOARD EW16/W28 (data 28/5)> URL	NOT	
838888287792136192	@USER Klopt, sterke cultuur, harde werkers, mooie taal...! @USER	NOT	
666214676632596482	@USER @USER niet normaal toch, gek zijn moslims knetter gek.	EXPLICIT	GROUP
1266143242489397248	Dag 6/7 : #mylifeinpictures Ik ben uitgenodigd door @USER . De spelregels : geen mensen, geen woorden en elke dag iemand anders uitnodigen. Vandaag nodig ik uit @USER URL	NOT	
1266220573031571456	What do you know? Ik zag net “The Big Wedding” voor de tweede keer. Sterrollen van Diane Keaton, Susan Sarandon en Robert De Niro. De eerste keer vond ik de film maar matig. Nu heb ik me tranen gelachen. De dialogen. Zo goed over nagedacht. What do you know?	NOT	
1267033096324550658	@USER Ook al 22jr getrouwd met dezelfde. Moet eerlijk bekennen, dat zoveel hoffelijkheid er uit gesleten is. Maar ik koop geregeld n bos rode rozen; ik neem haar vaak mee uit eten, ik doe de helft van de huishouding . O ja, de vuilcontainers doe ik ook. :smiling_face_with_smiling_eyes: :winking_face: 	NOT	
1266138290874392576	@USER @USER China pakt door op het moment dat de rest van de wereld met zich zelf bezig is en de media met Corona. Wat zou je anders verwachten...	NOT	
1266942615791992833	De stilte vanuit GOP is een oorverdovende aanfluiting. #Amerika #BlackLivesMatter	NOT	
838895929470160896	@USER @USER Gaat toch wel door. Regering kan niks doen. Iets met mensenrechten die voor iedereen(!) gelden enzo...	NOT	
848095415471718400	#voetbal In de wandelgangen: Chelsea wil stunten met sterren van Arsenal en Everton URL	NOT	
664607239697747968	@USER @USER @USER slimme kerel dus net voor zijn stop met geld ff boekje uitgeven en daar aan cashen! anders word hij moe!	NOT	
1267832984071221256	Geen #Button 1873 dus, maar een #ambtsketting... #Halsema #Dam #demonstratie #coronamaatregelen	NOT	
1266765579312128002	@USER Links heeft maar één motto alles moet kapot. Dat is hier in de EU echt niet anders.	IMPLICIT	OTHER
839007671403614208	@USER Als je echt wil investeren in opvang in de regio kost dat veel geld aangezien 90% van de vluchtelingen in de regio blijft.	NOT	
1266177295317901312	@USER Waarom lijkt leeftijd in nascar relatief minder invloed te hebben dan in bijvoorbeeld formule 1?	NOT	
839000918460874752	Iedereen bedankt voor de lieve en leuke felicitaties! #30 — feestelijk	NOT	
1266815358989721600	@USER Gezien de hoeveelheid lui die nu nog oversteken mogen ze blij zijn. Uiteraard heb ik het niet over het afschuwelijke slavernij verleden van hun voorouders. Maar ook onze voorouders hadden nu ook niet bepaald een goed leven.	NOT	
1266384692321935360	@USER @USER @USER Heel raar allemaal . Ze weten het zelf ook allemaal niet ,ze lullen maar wat en die Kut Nederlanders zijn toch te dom dat ze schijten ,veel dan	EXPLICIT	GROUP
1267380643887026176	@USER @USER @USER *LABEL: Bovenstaand account is betaald door George Soros (Lees hier de feiten)	NOT	
1266129749405024256	@USER @USER @USER Wat is uberhaupt 'de overheid'? Bestaat ook uit mensen die wel/niet bekwaam zijn. Voor eigen carrieres gaan.	NOT	
842108442781331461	@USER Het is het grootste aantal zetels ooit voor #GL. Geen reden om daar iets aan af te doen	NOT	
1267765284850601986	Echter niet alleen de Politiek kent alleen zwakke Type's , mm aar ook onze Politie , ook van die slappelingen . Nog niet te spreken over burgemeesters ! Eigenlijk woon ik in een Zwak land cq land vol Zwakzinnige idioten ! Volgend jaar misschien verkiezingen ?	EXPLICIT	GROUP
1267486001737478145	@USER @USER Ik wil niet over spelfouten zeiken maar de Amerikanen komen je vanzelf halen. De wereld wilt jou gewoon niet.	IMPLICIT	INDIVIDUAL
1266132990272376832	Hij gebruikt deze gegevens om te zeggen dat witte mensen meer worden vermoord door agenten. At first sight, ok, that might be true. Still doesnt factor in ofdat de vermoorde individuen schuldig waren of innocent, but for the sake of this thread lets disregard that. (2/?) URL	NOT	
1268114327225196544	@USER @USER @USER ben jij ook zo gek als die zwarte rascist	EXPLICIT	INDIVIDUAL
1266222057559330816	Uit meerdere beelden blijkt dat politie loog dat Floyd zich zou hebben verzet. Nog altijd een land van cowboys, de USA. Totale idioten. URL	NOT	
1266224263813619712	@USER @USER Het is er weer zo een. Rutte en regering laat alles maar binnen komen en maakt Nederland kapot. Nederland moet weer van Nederlanders worden. Andere regering, Nexit en grenzen dicht.	NOT	
667654264588787712	@USER Het gedeelte van jullie website met storingen laadt niet (vanaf smartphone, andere sites wel).. dus ik kan zelf niet kijken. [2/2]	NOT	
840183612288978944	@USER Dus pak allemaal een bijl of machete... @USER wil open grenzen en vernietigd moedwillig onze veiligheid! #stempvv #pvv	IMPLICIT	OTHER
1266243390359785472	@USER Wat vreselijk :-( Ben je in de gelegenheid om op afzienbare termijn te verhuizen? Uit ervaring weet ik helaas dat de politie of woningstichting niet of nauwelijks iets doet en dat het ten koste gaat van je gezondheid als je je in je eigen huis niet ‘veilig’ voelt. Sterkte!	NOT	
841714379007655938	@USER Er wordt al jaren geklaagd over dat Israël Joden bevoordeeld en het Arabische deel van de bevolking achterstelt.	NOT	
1266351798434107392	@USER @USER Halve meter is genoeg. Een arm is ook al een meter.	NOT	
1267385418288443392	@USER Hij weet het weer haha. Ook zo getweet onder Obama toen die vreselijke cijfers vele malen hoger waren. Of ben je er ook zo een?, Met zijn allen 1 afrossen? URL	NOT	
841747447961513984	Ik vind het tot nu toe vrij slap allemaal. En het milieu boeit mij nou niet zo heel veel eigenlijk. #slotdebat	NOT	
1266725294225924103	@USER waar gaan ze u onderbrengen: rooy. Je bent GGA vanbinnen groot gevaarlijk onmenselijk toxisch gevaarlijk afval .	EXPLICIT	INDIVIDUAL
1266144838279462912	@USER @USER @USER Leeftijd heeft hier niets mee te maken opvoeding wel als ze maar 14 is, het feit dat u dit niet snapt is gebrek aan	NOT	
1266288730639233025	@USER Maurice de Hond die beweert dat immuniteits percentage in Zweden 20% is, is maar 7,3 Maurice de Hond beweerdevdat Zuid Amerika weinig last van Corona zou krijgen, Brazilie is nu episcentrum corona Maurice de Hond is een Leugenaar met Tunnelvisie	NOT	
1267725087941234689	@USER Halsema is hypocriet en heeft schijt aan alles buiten haar eigen linkse agenda. Halsema heeft schijt aan de 1 1/2 meter corona maatregelen, aan alle ondernemers, aan de zorg en aan de ouderen. Dit valt niet uit te leggen, Halsema zaait tweespalt in de samenleving, zo dom.	NOT	
